type	publication_id	pmc_id	year	journal	title	authors	publish_date	citation_count	relative_citation_ratio	rcr_range	nih_percentile	doi	project.project_id
publication	33375775		2020	Haematologica	Molecular and phenotypic diversity of CBL-mutated juvenile myelomonocytic leukemia.	"Anna Hecht, Julia A Meyer, Astrid Behnert, Eric Wong, Farid Chehab, Adam Olshen, Aaron Hechmer, Catherine Aftandilian, Rukhmi Bhat, Sung Won Choi, Satheesh Chonat, Jason E Farrar, Mark Fluchel, Haydar Frangoul, Jennifer H Han, Edward A Kolb, Dennis J Kuo, Margaret L MacMillan, Luke Maese, Kelly W Maloney, Aru Narendran, Benjamin Oshrine, Kirk R Schultz, Maria L Sulis, David Van Mater, Sarah K Tasian, Wolf-Karsten Hofmann, Mignon L Loh, Elliot Stieglitz"		1		N/A		10.3324/haematol.2020.270595	1U01CA232486-01
publication	33377908	PMC8246795	2021	J Natl Cancer Inst	Assessing Cancer History Accuracy in Primary Care Electronic Health Records Through Cancer Registry Linkage.	"Megan Hoopes, Robert Voss, Heather Angier, Miguel Marino, Teresa Schmidt, Jennifer E DeVoe, Jeffrey Soule, Nathalie Huguet"		0		N/A		10.1093/jnci/djaa210	1P50CA244289-01
publication	33393708	PMC7987767	2021	Am J Ind Med	Association of occupational sun safety policy and actions in state transportation sector in the United States.	"David B Buller, Barbara J Walkosz, Savanna Olivas, Rachel Eye, Xia Liu, Alishia Kinsey, Mary Klein Buller, Andrew Grayson"		0		N/A		10.1002/ajim.23214	1R01CA210259-01A1
publication	33398191		2021	Nat Methods	DeepCell Kiosk: scaling deep learning-enabled cellular image analysis with Kubernetes.	"Dylan Bannon, Erick Moen, Morgan Schwartz, Enrico Borba, Takamasa Kudo, Noah Greenwald, Vibha Vijayakumar, Brian Chang, Edward Pao, Erik Osterman, William Graf, David Van Valen"		8		N/A		10.1038/s41592-020-01023-0	1U24CA224309-01
publication	33399513	PMC7924519	2021	Radiology	The Biological Meaning of Radiomic Features.	"Michal R Tomaszewski, Robert J Gillies"		10		N/A		10.1148/radiol.2021202553	3R01CA187532-03S1
publication	33403469	PMC7897200	2021	Cancer Metastasis Rev	Epigenetic modulation of immunotherapy and implications in head and neck cancer.	"Liye Zhou, Na Xu, Hirofumi Shibata, Vassiliki Saloura, Ravindra Uppaluri"		6		N/A		10.1007/s10555-020-09944-0	1U01DE029188-01
publication	33405376	PMC8414988	2021	Pediatr Blood Cancer	A phase I trial of the CDK 4/6 inhibitor palbociclib in pediatric patients with progressive brain tumors: A Pediatric Brain Tumor Consortium study (PBTC-042).	"David Van Mater, Sridharan Gururangan, Oren Becher, Olivia Campagne, Sarah Leary, Joanna J Phillips, Jie Huang, Tong Lin, Tina Young Poussaint, Stewart Goldman, Patricia Baxter, Girish Dhall, Giles Robinson, Mariko DeWire-Schottmiller, Eugene I Hwang, Clinton F Stewart, Arzu Onar-Thomas, Ira J Dunkel, Maryam Fouladi"		1		N/A		10.1002/pbc.28879	2UM1CA081457-21
publication	33408328		2021	Cancer Gene Ther	"Transcriptional activators YAP/TAZ and AXL orchestrate dedifferentiation, cell fate, and metastasis in human osteosarcoma."	"Salah-Eddine Lamhamedi-Cherradi, Sana Mohiuddin, Dhruva K Mishra, Sandhya Krishnan, Alejandra Ruiz Velasco, Amelia M Vetter, Kristi Pence, David McCall, Danh D Truong, Branko Cuglievan, Brian A Menegaz, Budi Utama, Najat C Daw, Eric R Molina, Rafal J Zielinski, John A Livingston, Richard Gorlick, Antonios G Mikos, Min P Kim, Joseph A Ludwig"		1		N/A		10.1038/s41417-020-00281-6	3R01CA180279-05S1
publication	33414137	PMC8075007	2021	Clin Cancer Res	"Combining Neratinib with CDK4/6, mTOR, and MEK Inhibitors in Models of HER2-positive Cancer."	"Ming Zhao, Stephen Scott, Kurt W Evans, Erkan Yuca, Turcin Saridogan, Xiaofeng Zheng, Heping Wang, Anil Korkut, Christian X Cruz Pico, Mehmet Demirhan, Bryce Kirby, Scott Kopetz, Irmina Diala, Alshad S Lalani, Sarina Piha-Paul, Funda Meric-Bernstam"		2		N/A		10.1158/1078-0432.CCR-20-3017	3U54CA224065-01S1
publication	33414553	PMC7808565	2021	Nat Genet	Conservation of copy number profiles during engraftment and passaging of patient-derived cancer xenografts.	"Xing Yi Woo, Jessica Giordano, Anuj Srivastava, Zi-Ming Zhao, Michael W Lloyd, Roebi de Bruijn, Yun-Suhk Suh, Rajesh Patidar, Li Chen, Sandra Scherer, Matthew H Bailey, Chieh-Hsiang Yang, Emilio Cortes-Sanchez, Yuanxin Xi, Jing Wang, Jayamanna Wickramasinghe, Andrew V Kossenkov, Vito W Rebecca, Hua Sun, R Jay Mashl, Sherri R Davies, Ryan Jeon, Christian Frech, Jelena Randjelovic, Jacqueline Rosains, Francesco Galimi, Andrea Bertotti, Adam Lafferty, Alice C O'Farrell, Elodie Modave, Diether Lambrechts, Petra Ter Brugge, Violeta Serra, Elisabetta Marangoni, Rania El Botty, Hyunsoo Kim, Jong-Il Kim, Han-Kwang Yang, Charles Lee, Dennis A Dean, Brandi Davis-Dusenbery, Yvonne A Evrard, James H Doroshow, Alana L Welm, Bryan E Welm, Michael T Lewis, Bingliang Fang, Jack A Roth, Funda Meric-Bernstam, Meenhard Herlyn, Michael A Davies, Li Ding, Shunqiang Li, Ramaswamy Govindan, Claudio Isella, Jeffrey A Moscow, Livio Trusolino, Annette T Byrne, Jos Jonkers, Carol J Bult, Enzo Medico, Jeffrey H Chuang"		14		N/A		10.1038/s41588-020-00750-6	1U24CA224067-01
publication	33414553	PMC7808565	2021	Nat Genet	Conservation of copy number profiles during engraftment and passaging of patient-derived cancer xenografts.	"Xing Yi Woo, Jessica Giordano, Anuj Srivastava, Zi-Ming Zhao, Michael W Lloyd, Roebi de Bruijn, Yun-Suhk Suh, Rajesh Patidar, Li Chen, Sandra Scherer, Matthew H Bailey, Chieh-Hsiang Yang, Emilio Cortes-Sanchez, Yuanxin Xi, Jing Wang, Jayamanna Wickramasinghe, Andrew V Kossenkov, Vito W Rebecca, Hua Sun, R Jay Mashl, Sherri R Davies, Ryan Jeon, Christian Frech, Jelena Randjelovic, Jacqueline Rosains, Francesco Galimi, Andrea Bertotti, Adam Lafferty, Alice C O'Farrell, Elodie Modave, Diether Lambrechts, Petra Ter Brugge, Violeta Serra, Elisabetta Marangoni, Rania El Botty, Hyunsoo Kim, Jong-Il Kim, Han-Kwang Yang, Charles Lee, Dennis A Dean, Brandi Davis-Dusenbery, Yvonne A Evrard, James H Doroshow, Alana L Welm, Bryan E Welm, Michael T Lewis, Bingliang Fang, Jack A Roth, Funda Meric-Bernstam, Meenhard Herlyn, Michael A Davies, Li Ding, Shunqiang Li, Ramaswamy Govindan, Claudio Isella, Jeffrey A Moscow, Livio Trusolino, Annette T Byrne, Jos Jonkers, Carol J Bult, Enzo Medico, Jeffrey H Chuang"		14		N/A		10.1038/s41588-020-00750-6	1U54CA224070-01
publication	33414553	PMC7808565	2021	Nat Genet	Conservation of copy number profiles during engraftment and passaging of patient-derived cancer xenografts.	"Xing Yi Woo, Jessica Giordano, Anuj Srivastava, Zi-Ming Zhao, Michael W Lloyd, Roebi de Bruijn, Yun-Suhk Suh, Rajesh Patidar, Li Chen, Sandra Scherer, Matthew H Bailey, Chieh-Hsiang Yang, Emilio Cortes-Sanchez, Yuanxin Xi, Jing Wang, Jayamanna Wickramasinghe, Andrew V Kossenkov, Vito W Rebecca, Hua Sun, R Jay Mashl, Sherri R Davies, Ryan Jeon, Christian Frech, Jelena Randjelovic, Jacqueline Rosains, Francesco Galimi, Andrea Bertotti, Adam Lafferty, Alice C O'Farrell, Elodie Modave, Diether Lambrechts, Petra Ter Brugge, Violeta Serra, Elisabetta Marangoni, Rania El Botty, Hyunsoo Kim, Jong-Il Kim, Han-Kwang Yang, Charles Lee, Dennis A Dean, Brandi Davis-Dusenbery, Yvonne A Evrard, James H Doroshow, Alana L Welm, Bryan E Welm, Michael T Lewis, Bingliang Fang, Jack A Roth, Funda Meric-Bernstam, Meenhard Herlyn, Michael A Davies, Li Ding, Shunqiang Li, Ramaswamy Govindan, Claudio Isella, Jeffrey A Moscow, Livio Trusolino, Annette T Byrne, Jos Jonkers, Carol J Bult, Enzo Medico, Jeffrey H Chuang"		14		N/A		10.1038/s41588-020-00750-6	1U54CA224083-01
publication	33414553	PMC7808565	2021	Nat Genet	Conservation of copy number profiles during engraftment and passaging of patient-derived cancer xenografts.	"Xing Yi Woo, Jessica Giordano, Anuj Srivastava, Zi-Ming Zhao, Michael W Lloyd, Roebi de Bruijn, Yun-Suhk Suh, Rajesh Patidar, Li Chen, Sandra Scherer, Matthew H Bailey, Chieh-Hsiang Yang, Emilio Cortes-Sanchez, Yuanxin Xi, Jing Wang, Jayamanna Wickramasinghe, Andrew V Kossenkov, Vito W Rebecca, Hua Sun, R Jay Mashl, Sherri R Davies, Ryan Jeon, Christian Frech, Jelena Randjelovic, Jacqueline Rosains, Francesco Galimi, Andrea Bertotti, Adam Lafferty, Alice C O'Farrell, Elodie Modave, Diether Lambrechts, Petra Ter Brugge, Violeta Serra, Elisabetta Marangoni, Rania El Botty, Hyunsoo Kim, Jong-Il Kim, Han-Kwang Yang, Charles Lee, Dennis A Dean, Brandi Davis-Dusenbery, Yvonne A Evrard, James H Doroshow, Alana L Welm, Bryan E Welm, Michael T Lewis, Bingliang Fang, Jack A Roth, Funda Meric-Bernstam, Meenhard Herlyn, Michael A Davies, Li Ding, Shunqiang Li, Ramaswamy Govindan, Claudio Isella, Jeffrey A Moscow, Livio Trusolino, Annette T Byrne, Jos Jonkers, Carol J Bult, Enzo Medico, Jeffrey H Chuang"		14		N/A		10.1038/s41588-020-00750-6	3U54CA224065-01S1
publication	33415011	PMC7783771	2020	Am J Cancer Res	KRT-232 and navitoclax enhance trametinib's anti-Cancer activity in non-small cell lung cancer patient-derived xenografts with KRAS mutations.	"Xiaoshan Zhang, Ran Zhang, Huiqin Chen, Li Wang, Chenghui Ren, Apar Pataer, Shuhong Wu, Qing H Meng, Min Jin Ha, Jeffrey Morris, Yuanxin Xi, Jing Wang, Jianhua Zhang, Don L Gibbons, John V Heymach, Funda Meric-Bernstam, John Minna, Stephen G Swisher, Jack A Roth, Bingliang Fang"		2		N/A			3U54CA224065-01S1
publication	33415312	PMC7785323	2021	APL Bioeng	Toward improved models of human cancer.	"Bryan E Welm, Christos Vaklavas, Alana L Welm"		2		N/A		10.1063/5.0030534	3U54CA224076-01S2
publication	33417940	PMC8273929	2021	Gastroenterology	"An Update on the Epidemiology, Molecular Characterization, Diagnosis, and Screening Strategies for Early-Onset Colorectal Cancer."	"Andrea N Burnett-Hartman, Jeffrey K Lee, Joshua Demb, Samir Gupta"		2		N/A		10.1053/j.gastro.2020.12.068	1UG3CA233314-01A1
publication	33418200	PMC7870556	2021	Biomaterials	Disease-induced immunomodulation at biomaterial scaffolds detects early pancreatic cancer in a spontaneous model.	"Grace G Bushnell, Sophia M Orbach, Jeffrey A Ma, Howard C Crawford, Max S Wicha, Jacqueline S Jeruss, Lonnie D Shea"		1		N/A		10.1016/j.biomaterials.2020.120632	1U01CA224145-01
publication	33418513		2021	Curr Opin Chem Biol	"Allosteric SHP2 inhibitors in cancer: Targeting the intersection of RAS, resistance, and the immune microenvironment."	"D Lucas Kerr, Franziska Haderk, Trever G Bivona"		4		N/A		10.1016/j.cbpa.2020.11.007	1U54CA224081-01
publication	33419780		2021	Clin Cancer Res	Network for Biomarker Immunoprofiling for Cancer Immunotherapy: Cancer Immune Monitoring and Analysis Centers and Cancer Immunologic Data Commons (CIMAC-CIDC).	"Helen X Chen, Minkyung Song, Holden T Maecker, Sacha Gnjatic, David Patton, J Jack Lee, Stacey J Adam, Radim Moravec, Xiaole Shirley Liu, Ethan Cerami, James Lindsay, Ming Tang, F Stephen Hodi, Catherine J Wu, Ignacio I Wistuba, Gheath Al-Atrash, Chantale Bernatchez, Sean C Bendall, Stephen M Hewitt, Elad Sharon, Howard Streicher, Rebecca A Enos, Melissa D Bowman, Valerie M Tatard-Leitman, Beatriz Sanchez-Espiridion, Srinika Ranasinghe, Mina Pichavant, Diane M Del Valle, Joyce Yu, Sylvie Janssens, Jenny Peterson-Klaus, Cathy Rowe, Gerold Bongers, Robert R Jenq, Chia-Chi Chang, Jeffrey S Abrams, Margaret Mooney, James H Doroshow, Lyndsay N Harris, Magdalena Thurin"		0		N/A		10.1158/1078-0432.CCR-20-3241	1U24CA224331-01
publication	33420629	PMC8195930	2021	Cancer Immunol Immunother	Early changes in the circulating T cells are associated with clinical outcomes after PD-L1 blockade by durvalumab in advanced NSCLC patients.	"Elliot Naidus, Jerome Bouquet, David Y Oh, Timothy J Looney, Hai Yang, Lawrence Fong, Nathan E Standifer, Li Zhang"		1		N/A		10.1007/s00262-020-02833-z	1U01CA233100-01
publication	33428889	PMC8107117	2021	Dev Biol	"YAP1 and its fusion proteins in cancer initiation, progression and therapeutic resistance."	"Frank Szulzewsky, Eric C Holland, Valeri Vasioukhin"		0		N/A		10.1016/j.ydbio.2020.12.018	1U54CA243125-01
publication	33431577		2021	Gut	Placental growth factor promotes tumour desmoplasia and treatment resistance in intrahepatic cholangiocarcinoma.	"Shuichi Aoki, Koetsu Inoue, Sebastian Klein, Stefan Halvorsen, Jiang Chen, Aya Matsui, Mohammad R Nikmaneshi, Shuji Kitahara, Tai Hato, Xianfeng Chen, Kazumichi Kawakubo, Hadi T Nia, Ivy Chen, Daniel H Schanne, Emilie Mamessier, Kohei Shigeta, Hiroto Kikuchi, Rakesh R Ramjiawan, Tyge Ce Schmidt, Masaaki Iwasaki, Thomas Yau, Theodore S Hong, Alexander Quaas, Patrick S Plum, Simona Dima, Irinel Popescu, Nabeel Bardeesy, Lance L Munn, Mitesh J Borad, Slim Sassi, Rakesh K Jain, Andrew X Zhu, Dan G Duda"		0		N/A		10.1136/gutjnl-2020-322493	1U01CA224348-01
publication	33431692	PMC7826406	2021	Proc Natl Acad Sci U S A	Droplet-based mRNA sequencing of fixed and permeabilized cells by CLInt-seq allows for antigen-specific TCR cloning.	"Pavlo A Nesterenko, Jami McLaughlin, Donghui Cheng, Nathanael J Bangayan, Giselle Burton Sojo, Christopher S Seet, Yu Qin, Zhiyuan Mao, Matthew B Obusan, John W Phillips, Owen N Witte"		2		N/A		10.1073/pnas.2021190118	1U01CA233074-01
publication	33432170	PMC7891554	2021	Nat Med	Modeling human adaptive immune responses with tonsil organoids.	"Lisa E Wagar, Ameen Salahudeen, Christian M Constantz, Ben S Wendel, Michael M Lyons, Vamsee Mallajosyula, Lauren P Jatt, Julia Z Adamska, Lisa K Blum, Neha Gupta, Katherine J L Jackson, Fan Yang, Katharina Röltgen, Krishna M Roskin, Kelly M Blaine, Kara D Meister, Iram N Ahmad, Mario Cortese, Emery G Dora, Sean N Tucker, Anne I Sperling, Aarti Jain, D Huw Davies, Philip L Felgner, Gregory B Hammer, Peter S Kim, William H Robinson, Scott D Boyd, Calvin J Kuo, Mark M Davis"		15		N/A		10.1038/s41591-020-01145-0	1U54CA224081-01
publication	33434065	PMC8443822	2021	J Clin Oncol	Building a Fit for Purpose Clinical Trials Infrastructure to Accelerate the Assessment of Novel Hematopoietic Cell Transplantation Strategies and Cellular Immunotherapies.	"Steven M Devine, Mary M Horowitz"		1		N/A		10.1200/JCO.20.01623	1U24CA233032-01
publication	33434072		2021	J Clin Oncol	Extending the Promise of Chimeric Antigen Receptor T-Cell Therapy Beyond Targeting CD19+ Tumors.	"Natalie S Grover, Nicholas Tschernia, Gianpietro Dotti, Barbara Savoldo"		2		N/A		10.1200/JCO.20.01738	1U01CA239258-01
publication	33436117	PMC8063610	2021	Public Health Nutr	Changing landscape of nutrition and dietetics research? A bibliographic analysis of top-tier published research in 1998 and 2018.	"Sze Lin Yoong, Jacklyn Jackson, Courtney Barnes, Nicole Pearson, Taren Swindle, Sharleen O'Reilly, Rachel Tabak, Regina Belski, Alison Brown, Rachel Sutherland"		0		N/A		10.1017/S1368980021000136	1P50CA244431-01
publication	33436641	PMC7804257	2021	Nat Commun	Tumor-infiltrating mast cells are associated with resistance to anti-PD-1 therapy.	"Rajasekharan Somasundaram, Thomas Connelly, Robin Choi, Hyeree Choi, Anastasia Samarkina, Ling Li, Elizabeth Gregorio, Yeqing Chen, Rohit Thakur, Mohamed Abdel-Mohsen, Marilda Beqiri, Meaghan Kiernan, Michela Perego, Fang Wang, Min Xiao, Patricia Brafford, Xue Yang, Xiaowei Xu, Anthony Secreto, Gwenn Danet-Desnoyers, Daniel Traum, Klaus H Kaestner, Alexander C Huang, Denitsa Hristova, Joshua Wang, Mizuho Fukunaga-Kalabis, Clemens Krepler, Fang Ping-Chen, Xiangyang Zhou, Alexis Gutierrez, Vito W Rebecca, Prashanthi Vonteddu, Farokh Dotiwala, Shashi Bala, Sonali Majumdar, Harsh Dweep, Jayamanna Wickramasinghe, Andrew V Kossenkov, Jorge Reyes-Arbujas, Kenisha Santiago, Tran Nguyen, Johannes Griss, Frederick Keeney, James Hayden, Brian J Gavin, David Weiner, Luis J Montaner, Qin Liu, Lukas Peiffer, Jürgen Becker, Elizabeth M Burton, Michael A Davies, Michael T Tetzlaff, Kar Muthumani, Jennifer A Wargo, Dmitry Gabrilovich, Meenhard Herlyn"		8		N/A		10.1038/s41467-020-20600-7	1U54CA224070-01
publication	33437048	PMC8317018	2021	Nat Rev Clin Oncol	Beyond conventional immune-checkpoint inhibition - novel immunotherapies for renal cell carcinoma.	"David A Braun, Ziad Bakouny, Laure Hirsch, Ronan Flippot, Eliezer M Van Allen, Catherine J Wu, Toni K Choueiri"		8		N/A		10.1038/s41571-020-00455-z	1U24CA224331-01
publication	33437048	PMC8317018	2021	Nat Rev Clin Oncol	Beyond conventional immune-checkpoint inhibition - novel immunotherapies for renal cell carcinoma.	"David A Braun, Ziad Bakouny, Laure Hirsch, Ronan Flippot, Eliezer M Van Allen, Catherine J Wu, Toni K Choueiri"		8		N/A		10.1038/s41571-020-00455-z	1U01CA233100-01
publication	33438318		2021	Pediatr Blood Cancer	"A phase 1 study of entinostat in children and adolescents with recurrent or refractory solid tumors, including CNS tumors: Trial ADVL1513, Pediatric Early Phase-Clinical Trial Network (PEP-CTN)."	"Andrew Bukowinski, Bill Chang, Joel M Reid, Xiaowei Liu, Charles G Minard, Jane B Trepel, Min-Jung Lee, Elizabeth Fox, Brenda J Weigel"		0		N/A		10.1002/pbc.28892	5UM1CA228823-03
publication	33443020	PMC8284839	2020	Gut	Young-onset colorectal cancer risk among individuals with iron-deficiency anaemia and haematochezia.	"Joshua Demb, Lin Liu, Caitlin C Murphy, Chyke A Doubeni, María Elena Martínez, Samir Gupta"		1		N/A		10.1136/gutjnl-2020-321849	1UG3CA233314-01A1
publication	33443130	PMC8026652	2021	Mol Cancer Res	Genomic Alterations during the In Situ to Invasive Ductal Breast Carcinoma Transition Shaped by the Immune System.	"Anne Trinh, Carlos R Gil Del Alcazar, Sachet A Shukla, Koei Chin, Young Hwan Chang, Guillaume Thibault, Jennifer Eng, Bojana Jovanović, C Marcelo Aldaz, So Yeon Park, Joon Jeong, Catherine Wu, Joe Gray, Kornelia Polyak"		1		N/A		10.1158/1541-7786.MCR-20-0949	1U24CA224331-01
publication	33451364	PMC7811259	2021	Implement Sci Commun	Roles dissemination and implementation scientists can play in supporting research teams.	"Rachel G Tabak, Ana A Bauman, Jodi Summers Holtrop"		0		N/A		10.1186/s43058-020-00107-4	1P50CA244431-01
publication	33451364	PMC7811259	2021	Implement Sci Commun	Roles dissemination and implementation scientists can play in supporting research teams.	"Rachel G Tabak, Ana A Bauman, Jodi Summers Holtrop"		0		N/A		10.1186/s43058-020-00107-4	1P50CA244688-01
publication	33451982	PMC8346515	2021	Cancer Discov	A CRISPR/Cas9-Engineered ARID1A-Deficient Human Gastric Cancer Organoid Model Reveals Essential and Nonessential Modes of Oncogenic Transformation.	"Yuan-Hung Lo, Kevin S Kolahi, Yuhong Du, Chiung-Ying Chang, Andrey Krokhotin, Ajay Nair, Walter D Sobba, Kasper Karlsson, Sunny J Jones, Teri A Longacre, Amanda T Mah, Bahar Tercan, Alexandra Sockell, Hang Xu, Jose A Seoane, Jin Chen, Ilya Shmulevich, Jonathan S Weissman, Christina Curtis, Andrea Califano, Haian Fu, Gerald R Crabtree, Calvin J Kuo"		2		N/A		10.1158/2159-8290.CD-20-1109	1U54CA224081-01
publication	33451982	PMC8346515	2021	Cancer Discov	A CRISPR/Cas9-Engineered ARID1A-Deficient Human Gastric Cancer Organoid Model Reveals Essential and Nonessential Modes of Oncogenic Transformation.	"Yuan-Hung Lo, Kevin S Kolahi, Yuhong Du, Chiung-Ying Chang, Andrey Krokhotin, Ajay Nair, Walter D Sobba, Kasper Karlsson, Sunny J Jones, Teri A Longacre, Amanda T Mah, Bahar Tercan, Alexandra Sockell, Hang Xu, Jose A Seoane, Jin Chen, Ilya Shmulevich, Jonathan S Weissman, Christina Curtis, Andrea Califano, Haian Fu, Gerald R Crabtree, Calvin J Kuo"		2		N/A		10.1158/2159-8290.CD-20-1109	3R01CA163915-07S1
publication	33452461	PMC7914217	2021	Oncogene	Supercharging BRD4 with NUT in carcinoma.	"Kyle P Eagen, Christopher A French"		2		N/A		10.1038/s41388-020-01625-0	3R01CA124633-11A1S1
publication	33467924		2021	Annu Rev Public Health	Expanding Implementation Research to Prevent Chronic Diseases in Community Settings.	"Stephanie Mazzucca, Elva M Arredondo, Deanna M Hoelscher, Debra Haire-Joshu, Rachel G Tabak, Shiriki K Kumanyika, Ross C Brownson"		4		N/A		10.1146/annurev-publhealth-090419-102547	1P50CA244431-01
publication	33469195		2021	Nat Rev Clin Oncol	Targeting cancer-promoting inflammation - have anti-inflammatory therapies come of age?	"Jiajie Hou, Michael Karin, Beicheng Sun"		3		N/A		10.1038/s41571-020-00459-9	1U01AA027681-01
publication	33479121	PMC7983364	2021	Science	"Single-cell lineages reveal the rates, routes, and drivers of metastasis in cancer xenografts."	"Jeffrey J Quinn, Matthew G Jones, Ross A Okimoto, Shigeki Nanjo, Michelle M Chan, Nir Yosef, Trever G Bivona, Jonathan S Weissman"		17		N/A		10.1126/science.abc1944	1U54CA224081-01
publication	33479501	PMC8273876	2021	Nat Med	Personal neoantigen vaccines induce persistent memory T cell responses and epitope spreading in patients with melanoma.	"Zhuting Hu, Donna E Leet, Rosa L Allesøe, Giacomo Oliveira, Shuqiang Li, Adrienne M Luoma, Jinyan Liu, Juliet Forman, Teddy Huang, J Bryan Iorgulescu, Rebecca Holden, Siranush Sarkizova, Satyen H Gohil, Robert A Redd, Jing Sun, Liudmila Elagina, Anita Giobbie-Hurder, Wandi Zhang, Lauren Peter, Zoe Ciantra, Scott Rodig, Oriol Olive, Keerthi Shetty, Jason Pyrdol, Mohamed Uduman, Patrick C Lee, Pavan Bachireddy, Elizabeth I Buchbinder, Charles H Yoon, Donna Neuberg, Bradley L Pentelute, Nir Hacohen, Kenneth J Livak, Sachet A Shukla, Lars Rønn Olsen, Dan H Barouch, Kai W Wucherpfennig, Edward F Fritsch, Derin B Keskin, Catherine J Wu, Patrick A Ott"		18		N/A		10.1038/s41591-020-01206-4	1U24CA224331-01
publication	33482631	PMC8295406	2021	J Natl Compr Canc Netw	Association of Polypharmacy and Potentially Inappropriate Medications With Physical Functional Impairments in Older Adults With Cancer.	"Mostafa R Mohamed, Erika Ramsdale, Kah Poh Loh, Huiwen Xu, Amita Patil, Nikesha Gilmore, Spencer Obrecht, Megan Wells, Ginah Nightingale, Katherine M Juba, Bryan Faller, Adedayo Onitilo, Thomas Bradley, Eva Culakova, Holly Holmes, Supriya G Mohile"		2		N/A		10.6004/jnccn.2020.7628	1U01CA233167-01
publication	33495298	PMC7839859	2021	J Immunother Cancer	MUC1-C integrates activation of the IFN-γ pathway with suppression of the tumor immune microenvironment in triple-negative breast cancer.	"Nami Yamashita, Mark Long, Atsushi Fushimi, Masaaki Yamamoto, Tsuyoshi Hata, Masayuki Hagiwara, Atrayee Bhattacharya, Qiang Hu, Kwok-Kin Wong, Song Liu, Donald Kufe"		0		N/A		10.1136/jitc-2020-002115	1U01CA233084-01
publication	33495315	PMC8026631	2021	Clin Cancer Res	Inhibition of Hedgehog Signaling Alters Fibroblast Composition in Pancreatic Cancer.	"Nina G Steele, Giulia Biffi, Samantha B Kemp, Yaqing Zhang, Donovan Drouillard, LiJyun Syu, Yuan Hao, Tobiloba E Oni, Erin Brosnan, Ela Elyada, Abhishek Doshi, Christa Hansma, Carlos Espinoza, Ahmed Abbas, Stephanie The, Valerie Irizarry-Negron, Christopher J Halbrook, Nicole E Franks, Megan T Hoffman, Kristee Brown, Eileen S Carpenter, Zeribe C Nwosu, Craig Johnson, Fatima Lima, Michelle A Anderson, Youngkyu Park, Howard C Crawford, Costas A Lyssiotis, Timothy L Frankel, Arvind Rao, Filip Bednar, Andrzej A Dlugosz, Jonathan B Preall, David A Tuveson, Benjamin L Allen, Marina Pasca di Magliano"		10		N/A		10.1158/1078-0432.CCR-20-3715	1U01CA224145-01
publication	33495553	PMC8335746	2021	Nat Rev Clin Oncol	Beyond the storm - subacute toxicities and late effects in children receiving CAR T cells.	"Haneen Shalabi, Juliane Gust, Agne Taraseviciute, Pamela L Wolters, Allison B Leahy, Carlos Sandi, Theodore W Laetsch, Lori Wiener, Rebecca A Gardner, Veronique Nussenblatt, Joshua A Hill, Kevin J Curran, Timothy S Olson, Colleen Annesley, Hao-Wei Wang, Javed Khan, Marcelo C Pasquini, Christine N Duncan, Stephan A Grupp, Michael A Pulsipher, Nirali N Shah"		2		N/A		10.1038/s41571-020-00456-y	1U24CA233032-01
publication	33496367	PMC8013522	2021	Cytometry A	A streamlined whole blood CyTOF workflow defines a circulating immune cell signature of COVID-19.	"Daniel Geanon, Brian Lee, Edgar Gonzalez-Kozlova, Geoffrey Kelly, Diana Handler, Bhaskar Upadhyaya, John Leech, Ronaldo M De Real, Manon Herbinet, Assaf Magen, Diane Del Valle, Alexander Charney, Seunghee Kim-Schulze, Sacha Gnjatic, Miriam Merad, Adeeb H Rahman"		1		N/A		10.1002/cyto.a.24317	1U24CA224319-01
publication	33504338	PMC7840223	2021	BMC Public Health	Patterns and correlates of mis-implementation in state chronic disease public health practice in the United States.	"Margaret M Padek, Stephanie Mazzucca, Peg Allen, Emily Rodriguez Weno, Edward Tsai, Douglas A Luke, Ross C Brownson"		0		N/A		10.1186/s12889-020-10101-z	5R01CA214530-02
publication	33511477	PMC8238863	2021	Support Care Cancer	An actionable needs assessment for adolescents and young adults with cancer: the AYA Needs Assessment &amp; Service Bridge (NA-SB).	"Emily R Haines, Lauren Lux, Andrew B Smitherman, Melody L Kessler, Jacob Schonberg, Alex Dopp, Angela M Stover, Byron J Powell, Sarah A Birken"		0		N/A		10.1007/s00520-021-06024-z	1P50CA244431-01
publication	33513030	PMC8078259	2021	J Clin Oncol	Evaluation of Sustained Minimal Residual Disease Negativity With Daratumumab-Combination Regimens in Relapsed and/or Refractory Multiple Myeloma: Analysis of POLLUX and CASTOR.	"Hervé Avet-Loiseau, Jesus San-Miguel, Tineke Casneuf, Shinsuke Iida, Sagar Lonial, Saad Z Usmani, Andrew Spencer, Philippe Moreau, Torben Plesner, Katja Weisel, Jon Ukropec, Christopher Chiu, Sonali Trivedi, Himal Amin, Maria Krevvata, Priya Ramaswami, Xiang Qin, Mia Qi, Steven Sun, Ming Qi, Rachel Kobos, Nizar J Bahlis"		4		N/A		10.1200/JCO.20.01814	2P01CA155258-06
